event_id,beginUTC,magnitude,magnitude_type,event_narrative,episode_narrative,location_1_lat,location_1_lon
650897,7/11/2016 4:10,50,MG,nan,"Intense supercells formed in southwest North Dakota during the late afternoon with strong instability and deep layer shear in place. Initial supercells were discrete and very damaging with wind driven 3.25 inch diameter hail falling for an extended period of time in Killdeer, and baseball sized hail falling near Amidon. Damage estimates from the Killdeer area were around $20 million. Upscale growth then occurred with storms forming into a quasi-linear convective system that pushed through central North Dakota and then the James River Valley. Strong thunderstorm winds accompanied the line of storms. Additional elevated storms then formed later in the night over southwest and south central North Dakota as a low level jet increased and an upper level trough approached, with storms continuing overnight.",46.91,-98.92
659439,9/16/2016 23:55,50,MG,The Abilene Corrections Department reported 58 mph winds using a hand held anemometer.  A trained spotter also reported a church in Hamby lost a large portion of its roof in the damaging thunderstorm winds.,A late season severe weather event produced isolated supercells and a squall line.  This  resulted in a few severe weather reports of wind and hail.  Most of these storms were over rural areas.,32.56,-99.63
630008,4/6/2016 22:52,50,MG,nan,Weak instability combined with strong upper level winds to produce isolated thunderstorms with gusty winds over central North Dakota. The strongest wind gust of 60 mph was recorded at Coleharbor.,47.29,-101.03
632439,6/10/2016 1:55,50,MG,nan,"Initial thunderstorms developed along a surface trough over northwest North Dakota and moved eastward through northern North Dakota during the afternoon of June 9, producing the first round of severe winds and hail. A more organized complex of severe thunderstorms developed in the evening and overnight hours of June 9, and continued into the early morning of June 10, as a well defined shortwave trough pushed into the region. Extensive damage occurred over parts of far northern North Dakota, particularly in Bottineau County. Wind gusts to around 100 mph in the city of Lansford caused extensive damage to the grain elevator and multiple portable and permanent structures. The largest hail reported was 1.75 inch diameter, and occurred in Divide and Mountrail counties.",48.34,-103.23
627669,5/8/2016 5:01,50,MG,A microburst occurred over Midland International Air and Space Port from a dissipating thunderstorm.  A wind gust of 58 mph was recorded by the MAF ASOS site.  No damage was reported with this storm.,There was a large cutoff low over the southwestern United States.  A dryline was present across the Permian Basin.  There was decent instability and good shear which contributed to thunderstorms developing across West Texas.,31.93,-102.2
642848,7/28/2016 23:23,50,MG,A 58-mph gust was measured at Ellsworth Airport. The time of the gust was corrected.,"Severe thunderstorms broke out across Central and South-Central Kansas in the afternoon and continued well into the evening. Hardest hit was South-Central Kansas, where hail reached the size of tennis balls and winds roared as high as 80 to 85 mph. Tree damage was of course widespread, many of them quite large. Semi trailers were overturned and a motel a couple miles northwest of Eisenhower Airport caught fire after a lightning strike.",38.74,-98.23
656583,8/11/2016 22:11,50,MG,Measured at the Russell airport.,A few severe storms moved across central Kansas producing strong winds and causing damage to trees and power lines.,38.87,-98.82
657311,8/24/2016 1:38,50,MG,Delayed report.,A supercell t-storm developed over Cloud County and produced a brief tornado in an open field.  The storm proceeded to produce large hail as it moved east but never did produce another documented tornado.,39.38,-97.09
655958,9/24/2016 21:10,50,MG,No damage was reported.,"A strong mid-upper level perturbation moved northeast from the Southern Rockies to the Northern Plains. This character found high octane moisture residing across the Kansas Neighborhood to produce very heavy rains across Central and South-Central Kansas from late in the afternoon of the 24th until late in the night of the 24th/early morning of the 25th. Rainfalls from 2 to 4 inches deluged most of these areas. A predominantly dry period from the 10th to the 23rd prevented what would certainly have been a significant flooding event, as only McPherson County experienced any flooding. One thunderstorm did produce an isolated 50 knot gust that was measured by the Hutchinson Airport ASOS at the beginning of the event.",38.07,-97.91
615454,1/22/2016 6:43,50,MG,nan,A line of thunderstorms moved across the western Florida panhandle producing high winds which caused several reports of damage.,30.7,-87
618681,2/16/2016 1:42,50,MG,A wind gust of 58 mph was measured at the Panama City tide gauge PCBF1.,"A strong upper level trough and cold pushed through the region during the evening of February 15th.  Ahead of it, a squall line progressed across the area with reports of damaging wind gusts, mainly in the form of trees and power lines blowing down.",30.2159,-85.8754
613747,2/23/2016 5:25,50,MG,A thunderstorm moved across Reagan County and produced a 58 mph wind gust near St. Lawrence.,An upper trough was approaching the area with strong winds aloft.  These strong winds higher up in the atmosphere allowed for wind shear and instability to increase across West Texas.  Easterly surface winds contributed to an increase in low level moisture.  These conditions allowed for storms with large hail and strong winds to develop across the southeast Permian Basin and Lower Trans Pecos.,31.6208,-101.63
625786,3/8/2016 14:25,50,MG,The Tarrant Regional Water Districts wind anemometer located on a tower at the NWS Fort Worth office measured a 57 mph wind gust.,"This was a multi-day severe weather and flood event. It started with a large-scale upper level low pressure system which deepened over the Four-Corners region. Moisture and instability increased in advance of this system. Storms developed along a dry line Monday afternoon, many of which produced severe weather or flash flooding or both. Another area of storms formed ahead of the upper trough over northwest Texas Monday night and pushed east-southeast across the area Tuesday, producing severe weather and flooding. A third round of storms produced flooding across mainly the southern half of the region Tuesday night into Wednesday.",32.8349,-97.2988
632713,4/11/2016 2:40,50,MG,A 58 mph wind gust was measured at the West Texas Mesonet site located 15 miles north-northwest of Amarillo.,"A strong storm system approached from the west on Sunday the 10th. Conditions became increasingly favorable for thunderstorms during the afternoon as moisture streamed northward. The greatest moisture and resultant instability was confined to areas south of the Texas panhandle and east into Oklahoma. Nevertheless, minor instability did result in thunderstorms that became severe producing large hail and damaging winds. There were two rounds of severe thunderstorms. One occurred during the early to mid evening across the southeast Texas Panhandle. Hail up to quarter size was reported in portions of Donley and Collingsworth counties with these storms. A second round of thunderstorms formed in New Mexico as the main storm system moved closer to the area. These thunderstorms moved into the southwest and central Texas Panhandle. Since the air mass over this portion of the area was much drier, storms struggled to intensify and produced little or no lightning. However, they were very efficient wind producers and wind gusts of 50 to 55 mph were common from Deaf Smith and Oldham county into western Potter and Randall counties. As the storms moved through Amarillo, little or no rain reached the ground but wind gusts up to 68 mph were measured. These storms weakened further as they moved northeast into Roberts and Gray County. Wind gusts near 60 mph were measured in these two counties but no lightning was observed by this time.",35.42,-101.93
632711,4/11/2016 2:56,50,MG,A 58 mph wind gust was measured at a KVII Schoolnet site.,"A strong storm system approached from the west on Sunday the 10th. Conditions became increasingly favorable for thunderstorms during the afternoon as moisture streamed northward. The greatest moisture and resultant instability was confined to areas south of the Texas panhandle and east into Oklahoma. Nevertheless, minor instability did result in thunderstorms that became severe producing large hail and damaging winds. There were two rounds of severe thunderstorms. One occurred during the early to mid evening across the southeast Texas Panhandle. Hail up to quarter size was reported in portions of Donley and Collingsworth counties with these storms. A second round of thunderstorms formed in New Mexico as the main storm system moved closer to the area. These thunderstorms moved into the southwest and central Texas Panhandle. Since the air mass over this portion of the area was much drier, storms struggled to intensify and produced little or no lightning. However, they were very efficient wind producers and wind gusts of 50 to 55 mph were common from Deaf Smith and Oldham county into western Potter and Randall counties. As the storms moved through Amarillo, little or no rain reached the ground but wind gusts up to 68 mph were measured. These storms weakened further as they moved northeast into Roberts and Gray County. Wind gusts near 60 mph were measured in these two counties but no lightning was observed by this time.",35.2,-101.83
621488,4/11/2016 5:55,50,MG,No damage reported.,Storms formed out ahead of a cold front and dryline on the afternoon of the 10th. Overnight a low level jet formed and storms began to congeal into a line headed eastward. This system left behind a few outflow boundaries which helped scattered storms to form on the 11th before the front finally surged out of the area.,35.18,-96.63
633266,4/19/2016 3:16,50,MG,ASOS at the Rio Grande Valley International Airport in Harlingen recorded a peak wind gust of 58 mph.,"A broken line of thunderstorms marched across the Rio Grande Valley through the late afternoon and evening hours and combined with other development across Nuevo Leon and Tamaulipas, Mexico to form a convective system. This initially stabilized the atmosphere and held back development. However, the continued flow from the east/northeast ran into northward moving boundaries from storms in Tamaulipas/Nuevo Leon to form a severe storm over Port Isabel and South Padre Island, with the first report of large hail at 745 pm LST. Soon after, outflow from this storm would link up with others from the Mexico storms and a small but potent local convective system soon formed between Harlingen and Brownsville. Downburst winds, reached 58 mph at KHRL and knocked down a number of power lines, blew some shingles off one apartment complex, and blew off at least one poorly fastened carport on the east side of Harlingen. Strong winds from the south, once again, due to the sharp difference in high and low pressure within the region – propagated through the Lower Rio Grande Valley, producing a 60 mph gust at KHRL just after 12 am LST on the 19th and causing additional damage to at least one tin roof (Bass Boulevard, west side) and at least one fence in town. Additional minor damage may have occurred in Brownsville during the same period, as the peak wind at KBRO reached 54 mph at 1255 am LST on the 19th. In addition intense rains dropped generally 2 to 4 inches in Brownsville, with several known poor drainage intersections seeing nuisance flooding.",26.23,-97.65
621308,4/25/2016 1:15,50,MG,nan,"A seasonably strong closed mid-level cyclone moved from the high Plains to the mid Missouri River Valley during the day on Sunday April 24th. Ahead of this cyclone, partially modified gulf air was pulled north into eastern Nebraska and western Iowa allowing for instability to develop. As the cold front interacted with the instability isolated to scattered thunderstorms develop. Although the majority of these thunderstorms remain non-severe a few severe wind and hail reports were observed during the late afternoon and evening.",40.75,-95.42
634414,4/26/2016 16:37,50,MG,nan,"A cold front dropped south across forecast area triggering showers and thunderstorms. Some of the storms produced large hail, damaging winds and a couple of tornadoes.",38.82,-92.22
635047,4/26/2016 20:55,50,MG,A 58 mph wind gust was measured by the KVII Schoolnet site located 14 miles south-southwest of Pampa.,"Rain showers and isolated thunderstorms developed across the western Texas Panhandle during the afternoon and moved quickly eastward slowly intensifying. Strong winds aloft were brought down to the surface with these showers and storms, occasionally gusting to around 60 mph. No damage was reported.",35.36,-101.06
623590,4/26/2016 23:30,50,MG,No damage was reported.,"The 26th began with a few isolated storms forming out ahead of the dryline and becoming severe. Later in the afternoon, the dryline surged east and storms fired along the boundary. These storms quickly became severe and gradually merged into a line as they moved eastward through the evening.",36.15,-98.92
623635,4/27/2016 3:15,50,MG,No damage was reported.,"The 26th began with a few isolated storms forming out ahead of the dryline and becoming severe. Later in the afternoon, the dryline surged east and storms fired along the boundary. These storms quickly became severe and gradually merged into a line as they moved eastward through the evening.",35.07,-96.35
623991,4/29/2016 23:00,50,MG,nan,"Initial storms on the morning of the 29th formed along a stationary boundary. As an upper level low moved in, more storms formed in the panhandles and moved into Oklahoma toward late morning through the afternoon. Toward evening, some of the last storms formed into a line before exiting the area to the east.",35.38,-96.94
631272,4/30/2016 17:35,50,MG,New Roads Fals River Regional Airport reported a wind gust of 58 mph.,A Squall line moved through southeast Louisiana and southern Mississippi and the adjacent coastal waters with sporadic wind damage and strong wind gusts.,30.72,-91.48
627083,5/7/2016 23:54,50,MG,A wind gust to 58 mph was measured at a CWOP weather observation site on the north side of Mount Vernon.,"A cold front approached the area later in the day on May 7th. A line of thunderstorms developed ahead of it in central Illinois down to near St. Louis during the afternoon hours. This line of storms then proceeded east/southeast along the I-64 corridor through the early evening hours. Damaging winds were the main impact from this bowing line of storms. There was one confirmed tornado that touched down in Pike County, east of Petersburg.",37.9424,-87.8903
627179,5/10/2016 4:12,50,MG,A 58 mph wind gust was measured at the Texarkana Regional Airport.,"A volatile atmosphere was in place across the Southern Plain during the afternoon and evening hours of Monday, May 9th. Instability became moderate to high ahead of an upper level disturbance that moved out of the intermountain west and into the plains.  Deep layer shear was significant enough that storm mode was supercells which developed along a prefrontal trough axis across portions of Central Oklahoma and North Central Texas.  Low level shear was significant enough such that once these storms became supercells, they produced tornadoes...some extreme with long tracks across portions of Oklahoma.  These storms propagated eastward through the evening and moved into McCurtain County, Oklahoma and the adjacent counties in Northeast Texas, as well as portions of Southwest Arkansas.  By the time the storms moved into these areas, they mostly produced straight line wind damage but a couple short lived tornadoes did develop across the region as well as some large hail.  The damage was extreme, consisting of numerous trees snapped and/or uprooted with some of these having fallen on homes and automobiles across Red River and Bowie Counties in Northeast Texas.  There was also some wind damage to structures as well. Although there were several reports of wind damage across the Texas side of Texarkana, as well as a 58 mph wind gust at the Texarkana Regional Airport, these storms weakened as they moved out of Miller County Arkansas.",33.453,-93.9893
636407,5/12/2016 2:53,50,MG,A 58 mph wind gust was measured by the Automated Surface Observing System at the Borger airport.,Thunderstorms developed across the western Texas Panhandle during the afternoon of the 11th in an environment characterized by moderate instability and modest shear. Severe thunderstorms produced hail up to half dollar size and strong wind gusts as high as 76 mph as they moved east across the Texas Panhandle during the evening. Heavy rain brought flooding and flash flooding to the city of Borger.,35.7,-101.4
628491,5/14/2016 0:40,50,MG,nan,Storms formed along a cold front in northwest Oklahoma and moved southeast the evening of the 13th.,35.58,-99.25
628503,5/17/2016 3:50,50,MG,nan,"On the afternoon of the 16th, storms formed near the triple point in the panhandles and moved southeastward through the night across Oklahoma, eventually forming into a line.",35.58,-99.25
627364,5/26/2016 2:01,50,MG,nan,"One storm produced severe hail during the early morning hours, then more storms produced severe hail and near-severe wind gusts in the evening on this Wednesday. Around midnight, a strong squall line was moving out of western Nebraska into central Nebraska. To its south, numerous small cells developed between McCook and Franklin. Just after 12:20 a.m. CST, nickel to quarter size hail was reported in Edison. More storms formed with several short line segments moving across south central Nebraska during the night. The resultant mesoscale convective system completely exited the region by 8 a.m. CST. The rest of the daylight hours were quiet. A small cluster of multicell thunderstorms formed over southwest Nebraska during the late afternoon. This cluster began moving into south central Nebraska after 7:30 p.m. CST. It affected all of south central Nebraska north of Highway 6 until 11:30 pm CST. These storms produced widespread strong winds of 50 to 55 mph. There were a few severe gusts measured, the highest of which was 70 mph near the town of Norman in Kearney County and Bertrand in Phelps County.  Very little in the pattern had changed from recent days. A north-northeast to south-southwest oriented quasi-stationary front extended from the eastern Dakotas south through the Plains into New Mexico. Several weak lows were along the front, one over the Dakotas, another over Kansas, and another over southeast Colorado. In the upper levels broad southwest flow was over much of the United States, with a ridge over the Great Lakes, and an elongated trough from the Canadian Prairies to southern California. Temperatures had cooled into the lower 70s by the time the thunderstorms began to move into the region. Dewpoints were in the lower to middle 60s. However, with mid-level lapse rates around 7.5 degrees C/km, MUCAPE was 2000-2500 J/kg. MLCAPE was around 2000 J/kg. Effectively deep layer shear was 40-45 knots.",40.6379,-99.73
627874,5/26/2016 5:45,50,MG,nan,"Isolated to scattered thunderstorms developed along a wavy cold front that extended from eastern South Dakota into central Nebraska. Due to favorable instability and shear, a few of these thunderstorms were able to become severe as the moved east into northeast Nebraska. The thunderstorms developing into a short line during the evening, and then moved southeast into east central Nebraska with some strong winds. The severe weather threat ended during the early morning.",41.24,-96.59
635548,5/26/2016 5:50,50,MG,nan,A thunderstorm produced a gust to 58 mpg at Jackson Airport just before midnight on May 25th.,43.65,-94.99
627527,5/26/2016 7:10,50,MG,Denison airport AWOS station reported peak wind measured at 50 kts.,"On the afternoon of the 25th, a cold front progressed into portions of central and eastern Nebraska and eventually stalled out in eastern Nebraska.  During the evening hours storms that initiated earlier in the day in western Nebraska continued to make their way across Nebraska and into Iowa and produced a number of high wind, damaging wind, and hail reports.  Prior to the main line, a severe storm fired up in northern Iowa in Emmet and produced near severe hail and severe winds. After the main line pushed through in the overnight hours, a stalled front in northern Missouri aided in ushering in another round of heavy rainfall across southern Iowa, where reports upwards of 4 plus inches were reported.",41.99,-95.38
627531,5/26/2016 7:30,50,MG,Mesonet station 1 mile WNW of Carroll reported a 50 kt wind gust.,"On the afternoon of the 25th, a cold front progressed into portions of central and eastern Nebraska and eventually stalled out in eastern Nebraska.  During the evening hours storms that initiated earlier in the day in western Nebraska continued to make their way across Nebraska and into Iowa and produced a number of high wind, damaging wind, and hail reports.  Prior to the main line, a severe storm fired up in northern Iowa in Emmet and produced near severe hail and severe winds. After the main line pushed through in the overnight hours, a stalled front in northern Missouri aided in ushering in another round of heavy rainfall across southern Iowa, where reports upwards of 4 plus inches were reported.",42.08,-94.9
633486,5/27/2016 2:15,50,MG,nan,"During the late afternoon and through the evening scattered strong to severe thunderstorms developed over Northwest Kansas ahead of an advancing line of intense straight-line winds from thunderstorms moving east out of Colorado.  Large hail up to baseball size was reported ahead of the straight-line winds, with the largest hail occurring near Leoti.  The wide spread straight-line winds caused the greatest impact to Northwest Kansas.  A cloud of dust with near zero visibilities accompanied the leading edge of the straight-line winds.  Kanorado sustained severe wind damage from the intense winds according to a trained spotter.  A short section of I-70 was closed near mile marker 38 due to power lines being blown down onto the roadway.   The highest wind gust report was 91 MPH measured near Goodland.  Most of the wind reports ranged from 60 to 80 MPH.",39.999,-100.3892
628579,5/27/2016 4:15,50,MG,nan,Storms formed along the dryline in the panhandles and western Oklahoma during the afternoon and evening hours of the 26th before moving eastward through Oklahoma and western north Texas.,35.49,-98.01
643341,5/29/2016 20:30,50,MG,Measured gust at Lazy H farms school net site.,To be done.,35.36,-101.12
626861,5/30/2016 0:11,50,MG,Measured at the Lubbock International Airport.,"Scattered thunderstorms developed this afternoon along the edge of the Caprock in Briscoe and Floyd Counties.  Very strong instability compensated for weak wind shear and allowed a few of these storms to become supercells and produce very large hail as they tracked slowly southeastward.  More numerous storms then surged south from the Texas Panhandle and resulted in a large, southward-moving storm complex that affected much of the South Plains and Rolling Plains through the evening.  This complex of storms produced a handful of severe wind gusts and a large wall of dirt (haboob) that reduced visibilities to near zero for a few minutes at the Lubbock International Airport.",33.6852,-101.8291
634014,5/31/2016 0:15,50,MG,nan,A strong upper level disturbance tracked across the northern Plains during the day on May 30th. This upper level disturbance forced a cold front through western and north central Nebraska during the late afternoon and evening of May 30th. Thunderstorms initiated along the front and became severe as the front tracked east into more favorable moisture. Large hail and damaging winds were reported.,41.21,-100.77
630071,5/31/2016 0:55,50,MG,A wind gust of 58 mph was measured by the automated weather observing equipment at the Oelwein airport.,Scattered thunderstorms developed across portions of northeast Iowa during the evening of May 30th. These storms developed ahead of an approaching warm front and some of them produced severe wind gusts. Wind gusts to 58 and 59 mph were measured by the automated weather observing equipment at the Oelwein (Fayette County) airport.,42.69,-91.98
634246,5/31/2016 0:59,50,MG,nan,A line of strong to severe thunderstorms moved east through Northwest Kansas during the late afternoon and through the evening.  Wind speeds around 60 MPH were reported along the leading edge of the line of storms.  The winds caused St. Francis to lose power during the evening.,39.8401,-101.0449
638626,6/1/2016 4:43,50,MG,The ASOS at KMFE reported wind gust of 58 mph.,"A mini-supercell and associated downburst core moved across south central Hidalgo County beginning in the Palmview/Mission area and generally tracked along and just north of the Rio Grande before crossing the river southeast of Pharr.  A NWS survey, combined with radar assessment, determined a path length of 19.4 miles and a path width, which varied, of 1 to 3 miles. Peak winds were estimated to be 85 to 95 mph, though 100 mph or greater winds may have occurred on elevated surfaces, particularly at the State Farm Arena in the city of Hidalgo. Peak winds pulsed at two phases of the storm, and likely lasted 5 or more minutes. Initial damage to tree limbs and some poorly built roofs in the Mission/Palmview area would intensify by the time the downburst reached the Madero and Granjeno communities, where more than 100 homes sustained varying levels of damage, dozens of power poles were felled, and hundreds of softwood trees were uprooted. In addition to the wind, one to two inch diameter hail fell, some of it driven by the strong winds.",26.17,-98.23
631620,6/5/2016 21:10,50,MG,"Thunderstorm winds, gusting to 58 mph, downed trees in Merrill.","Thunderstorms approaching from the northwest began to produce damaging winds in central Wisconsin as they encountered a more unstable air mass.  The storms continued to cause damage as they moved across east central Wisconsin. There was also some nickel size hail with the storms. Thunderstorm winds downed or snapped numerous trees, large branches, and power lines; and wrapped a trampoline around a power pole. The winds and/or fallen trees caused roof damage to a middle school, a house, and a garage. The fallen trees and branches caused severe damage to 3 vehicles. Measured gusts from the storms included 60 mph at Manitowoc County Airport (Manitowoc Co.), 62 mph at Appleton International Airport (Outagamie Co.), and 64 mph at Wausau Downtown Airport (Marathon Co.).",45.18,-89.68
643694,6/7/2016 0:20,50,MG,nan,"A weak disturbance moving into the Panhandles from the northwest during the evening combined with moderate instability, modest wind shear and dry air below the storm bases to produce isolated severe thunderstorms. These storms produced wind gusts up to 68 mph at local observation sites.",36.92,-101.75
643696,6/7/2016 7:15,50,MG,nan,"A weak disturbance moving into the Panhandles from the northwest during the evening combined with moderate instability, modest wind shear and dry air below the storm bases to produce isolated severe thunderstorms. These storms produced wind gusts up to 68 mph at local observation sites.",34.86,-102.33
629208,6/10/2016 5:32,50,MG,The wind gust was measured by a Davis Weather System.,"Thunderstorms moved into far western Benson County (ND) during the late evening of June 9th and tracked all the way into Grand Forks County (ND) by the early morning hours of June 10th. These thunderstorms congealed into bowing line segments, which were indicative of those that could produce strong winds at the surface. Therefore, most of the damage reports involved wind, but there was also a hail report.",48.29,-99.46
629216,6/10/2016 7:22,50,MG,The wind gust was measured by an NDSU NDAWN weather sensor.,"Thunderstorms moved into far western Benson County (ND) during the late evening of June 9th and tracked all the way into Grand Forks County (ND) by the early morning hours of June 10th. These thunderstorms congealed into bowing line segments, which were indicative of those that could produce strong winds at the surface. Therefore, most of the damage reports involved wind, but there was also a hail report.",47.69,-98.59
633728,6/14/2016 20:45,50,MG,Algona AWOS reported a 58 mph wind gust.,"Low pressure developed and strengthened over portions of central Nebraska and eastern Kansas through the day.  The warm front moved up into southern Minnesota while the weakening cold front existed over eastern Nebraska, leaving much of Iowa within the unstable warm sector.  Storms developed through the day along and near the warm sector, within the warm sector, and along the cold front.  Storms during the morning and early afternoon remained sub-severe, with storms mid-afternoon onward primarily producing damaging winds and heavy rainfall.  A brief tornado was reported in Bremer county.",43.0778,-94.2715
645354,6/16/2016 0:01,50,MG,Measured by observing system at the airport.,"A cluster of thunderstorms moved across a small portion of south central Kansas on the 15th.  Numerous reports of large hail, high winds, and flooding occurred.  Very heavy rains were also noted at many other locations across central Kansas.  Rainfall amounts ranged between 1.5 inches up to 6.13 inches.  The heaviest rain fell across Harvey and Sedgwick counties.",38.37,-97.66
644353,6/17/2016 23:46,50,MG,nan,"A line of thunderstorms developed over central Alabama and Mississippi, developed an organized cold pool, and raced south toward the coast during the late afternoon into evening hours of June 17th. These storms produced numerous instances of straight line wind damage.",31.3,-86.48
639132,6/18/2016 3:15,50,MG,nan,"A very hot and humid airmass resided over eastern Nebraska on June 17th. Thunderstorms developed along a cold front during the afternoon over southern Minnesota. A strong MCS developed and propagated to the southwest through southeast South Dakota and northwest Iowa into eastern Nebraska. A very favorable atmosphere for downbursts was in place over northeast Nebraska and numerous reports of wind damage were observed as the southwest moved through the area. As the system reached east central Nebraska the forward progress slowed and as additional convection developed in association with the low-level jet, very heavy rainfall was observed over parts of the area leading to significant flash flooding.",42.24,-97.02
639134,6/18/2016 3:55,50,MG,nan,"A very hot and humid airmass resided over eastern Nebraska on June 17th. Thunderstorms developed along a cold front during the afternoon over southern Minnesota. A strong MCS developed and propagated to the southwest through southeast South Dakota and northwest Iowa into eastern Nebraska. A very favorable atmosphere for downbursts was in place over northeast Nebraska and numerous reports of wind damage were observed as the southwest moved through the area. As the system reached east central Nebraska the forward progress slowed and as additional convection developed in association with the low-level jet, very heavy rainfall was observed over parts of the area leading to significant flash flooding.",42.24,-97.02
645243,6/18/2016 3:59,50,MG,nan,A mid-level short wave trough helped initiate high terrain thunderstorms in the late afternoon heat and these moved into the area late in the afternoon and into the late evening hours.,38.14,-98.48
636921,6/18/2016 8:10,50,MG,nan,A line of storms that formed on the 17th along a front in SW Nebraska / NW Kansas made their way south overnight and developed into an MCS before entering Oklahoma during the early morning hours of the 18th.,36.73,-99.13
636926,6/18/2016 8:56,50,MG,nan,A line of storms that formed on the 17th along a front in SW Nebraska / NW Kansas made their way south overnight and developed into an MCS before entering Oklahoma during the early morning hours of the 18th.,36.77,-98.67
