event_id,beginUTC,magnitude,magnitude_type,event_narrative,episode_narrative,location_1_lat,location_1_lon
743931,5/3/2018 1:20,50,MG,nan,"A severe squall line rapidly moved east across southern WI in the vicinity of a stalled frontal boundary. Much of the severe weather was associated with a supercell thunderstorm on the southern end of the line. The supercell produced wind driven, large hail, damaging siding and windows of homes. The largest hail was around baseball size.",42.62,-89.04
756174,5/4/2018 12:30,50,MG,A thunderstorm produced wind gusts measured at 58 mph on the Lost Maples SNA RAWS.,Thunderstorms formed along a trough ahead of a cold front in the morning hours of May 4th. Some of these storms produced large hail and damaging wind gusts.,29.63,-99.57
757021,5/11/2018 3:01,50,MG,No damage reported.,A large upper level low pressure system situated across the western United States caused numerous severe thunderstorms May 8th through the 11th.,41.08,-100.77
752698,5/11/2018 6:00,50,MG,nan,"Severe thunderstorms produced widespread high winds between Interstate 80 and Highway 6 on this Thursday night and Friday morning. During the mid to late-afternoon hours Thursday, scattered thunderstorms developed from the Nebraska Panhandle down into northeast Colorado. Storm mergers, and an increasing number of storms, resulted in the formation of a squall line by 700 PM CST. This line of storms crossed most of south central Nebraska between 10 PM CST on the 10th and 1 AM CST on the 11th. These storms produced widespread measured gusts between 58 and 70 mph along the entire way across south central Nebraska from the Interstate 80 corridor south to Highway 6. A couple unofficial weather stations measured higher wind speeds including 80 mph near Axtell and 78 near Norman, both in Kearney County. Despite the coverage and magnitude of the winds, damage was only reported in a few spots. Tree branches were snapped off in Minden, an irrigation pivot was overturned near Glenvil, a few trees were blown down in Central City, and six utility poles were blown down or snapped off near Harvard. There were reports in southern Adams County and western Clay County of zero visibility in blowing dust as the high winds from the outflow moved in before the rain fell. Farmers had been preparing the fields for planting. So, top soil was loose and available for easy lofting and transport. Behind the squall line, other scattered thunderstorms developed. The strongest storms moved east along the entire length of Interstate 80 from Lexington to York between 1230 AM and 330 AM CST. These storms were mostly sub-severe, but there was a single report of one inch hail in Kearney at 2 AM CST.  During the morning hours of Thursday, a strong southward-moving cold front crossed Nebraska and became stationary along the northern Kansas border. A low pressure center formed over Wyoming and, by early evening, began moving east along the front. Meanwhile, chilly high pressure moved from the Canadian Prairies into the Great Lakes region. A broad upper-level ridge was over the Plains with a trough along the East Coast and another trough advancing through the western states. MUCAPE was around 1500 J/kg immediately preceding the storms. These storms formed on the northeast fringe of an elevated mixed layer that was advecting into the region, ahead of the western trough. Deep layer shear was 50 kts and greater. This environment was more than sufficient for severe thunderstorms. The cold pool associated with the squall line was strong. The temperature at Lexington dropped 16 deg F in 20 minutes (76 to 60 deg F) as the gust front moved through, and 23 deg in 40 min (76 to 53 deg F).",40.73,-98.47
752726,5/11/2018 6:35,50,MG,nan,"Severe thunderstorms produced widespread high winds between Interstate 80 and Highway 6 on this Thursday night and Friday morning. During the mid to late-afternoon hours Thursday, scattered thunderstorms developed from the Nebraska Panhandle down into northeast Colorado. Storm mergers, and an increasing number of storms, resulted in the formation of a squall line by 700 PM CST. This line of storms crossed most of south central Nebraska between 10 PM CST on the 10th and 1 AM CST on the 11th. These storms produced widespread measured gusts between 58 and 70 mph along the entire way across south central Nebraska from the Interstate 80 corridor south to Highway 6. A couple unofficial weather stations measured higher wind speeds including 80 mph near Axtell and 78 near Norman, both in Kearney County. Despite the coverage and magnitude of the winds, damage was only reported in a few spots. Tree branches were snapped off in Minden, an irrigation pivot was overturned near Glenvil, a few trees were blown down in Central City, and six utility poles were blown down or snapped off near Harvard. There were reports in southern Adams County and western Clay County of zero visibility in blowing dust as the high winds from the outflow moved in before the rain fell. Farmers had been preparing the fields for planting. So, top soil was loose and available for easy lofting and transport. Behind the squall line, other scattered thunderstorms developed. The strongest storms moved east along the entire length of Interstate 80 from Lexington to York between 1230 AM and 330 AM CST. These storms were mostly sub-severe, but there was a single report of one inch hail in Kearney at 2 AM CST.  During the morning hours of Thursday, a strong southward-moving cold front crossed Nebraska and became stationary along the northern Kansas border. A low pressure center formed over Wyoming and, by early evening, began moving east along the front. Meanwhile, chilly high pressure moved from the Canadian Prairies into the Great Lakes region. A broad upper-level ridge was over the Plains with a trough along the East Coast and another trough advancing through the western states. MUCAPE was around 1500 J/kg immediately preceding the storms. These storms formed on the northeast fringe of an elevated mixed layer that was advecting into the region, ahead of the western trough. Deep layer shear was 50 kts and greater. This environment was more than sufficient for severe thunderstorms. The cold pool associated with the squall line was strong. The temperature at Lexington dropped 16 deg F in 20 minutes (76 to 60 deg F) as the gust front moved through, and 23 deg in 40 min (76 to 53 deg F).",40.88,-98
752731,5/11/2018 6:54,50,MG,nan,"Severe thunderstorms produced widespread high winds between Interstate 80 and Highway 6 on this Thursday night and Friday morning. During the mid to late-afternoon hours Thursday, scattered thunderstorms developed from the Nebraska Panhandle down into northeast Colorado. Storm mergers, and an increasing number of storms, resulted in the formation of a squall line by 700 PM CST. This line of storms crossed most of south central Nebraska between 10 PM CST on the 10th and 1 AM CST on the 11th. These storms produced widespread measured gusts between 58 and 70 mph along the entire way across south central Nebraska from the Interstate 80 corridor south to Highway 6. A couple unofficial weather stations measured higher wind speeds including 80 mph near Axtell and 78 near Norman, both in Kearney County. Despite the coverage and magnitude of the winds, damage was only reported in a few spots. Tree branches were snapped off in Minden, an irrigation pivot was overturned near Glenvil, a few trees were blown down in Central City, and six utility poles were blown down or snapped off near Harvard. There were reports in southern Adams County and western Clay County of zero visibility in blowing dust as the high winds from the outflow moved in before the rain fell. Farmers had been preparing the fields for planting. So, top soil was loose and available for easy lofting and transport. Behind the squall line, other scattered thunderstorms developed. The strongest storms moved east along the entire length of Interstate 80 from Lexington to York between 1230 AM and 330 AM CST. These storms were mostly sub-severe, but there was a single report of one inch hail in Kearney at 2 AM CST.  During the morning hours of Thursday, a strong southward-moving cold front crossed Nebraska and became stationary along the northern Kansas border. A low pressure center formed over Wyoming and, by early evening, began moving east along the front. Meanwhile, chilly high pressure moved from the Canadian Prairies into the Great Lakes region. A broad upper-level ridge was over the Plains with a trough along the East Coast and another trough advancing through the western states. MUCAPE was around 1500 J/kg immediately preceding the storms. These storms formed on the northeast fringe of an elevated mixed layer that was advecting into the region, ahead of the western trough. Deep layer shear was 50 kts and greater. This environment was more than sufficient for severe thunderstorms. The cold pool associated with the squall line was strong. The temperature at Lexington dropped 16 deg F in 20 minutes (76 to 60 deg F) as the gust front moved through, and 23 deg in 40 min (76 to 53 deg F).",40.88,-97.58
755467,5/14/2018 2:00,50,MG,nan,Strong winds developed as part of a wake low behind showers and storms in western Oklahoma late on the 13th.,36.9838,-99.03
748849,5/14/2018 20:55,50,MG,A thunderstorm moved across Scurry County and produced a 58 mph wind gust near Snyder.,"There was an upper low over the Great Basin, and an upper level disturbance moved over West Texas. A dryline was also present across the Permian Basin. Great moisture and instability were in place across the area. Dry air was present below the cloud layer which increased the potential for strong winds. An area of increased upper level winds was approaching the region resulting in more lift. These conditions allowed for thunderstorms with strong winds and large hail to develop across the Western Low Rolling Plains.",32.6995,-100.9243
755522,5/15/2018 2:35,50,MG,nan,Evening storms on the 14th formed off a dryline and cold front. These storms quickly formed into a line and moved southeast across Oklahoma and western north Texas. A few non-thunderstorm wind gusts came out of a wake low behind the line of storms.,34.73,-98.56
753819,5/15/2018 17:24,50,MG,nan,"An area of storms moved out of Kansas into northwest Oklahoma early on the 15th, then marched southeastward through the afternoon. A second round started later that evening across central Texas and the Texas panhandle in the vicinity of several boundaries before moving east and northeast into Oklahoma.",35.09,-97.97
747774,5/16/2018 0:20,50,MG,A Texas Tech University West Texas mesonet recorded a wind gust to 58 mph.,"On the afternoon of the 15th, a cold front pushed into the southern South Plains initially developing thunderstorms in the Permian Basin. However, strong instability north of the frontal boundary combined with an advancing short wave in New Mexico brought significant severe convection to the South Plains and extreme southern Texas Panhandle. Initially, thunderstorms brought severe hail to the area. Crosbyton (Crosby County) took the brunt of the damage with widespread damage reports in the town due to wind-driven baseball size hail. An NWS storm survey the next day revealed numerous south facing windows on buildings destroyed along with many totaled vehicles. In Abernathy (Hale County), penny to quarter size hail completely covered Interstate-27. As the evening progressed, storms moving into the area from New Mexico primarily created severe wind gusts. A large swath of wind gusts spanned from western Hale County into central Floyd County. These strong wind gusts blew over a tractor trailer on Interstate-27 just north of Plainview (Hale County).",34.6505,-102.7051
759710,5/18/2018 3:10,50,MG,nan,"Extreme rainfall and severe weather occurred along a stationary frontal boundary extending across the region. Thunderstorms training over the same area brought rainfall amounts from 3 to over 13 inches causing extensive flash flooding. Many roads and cropland were flooded and damaged. Several roads had to be barricaded. There was some sandbagging at some farmsteads with several homes receiving water in their basements. The extreme rainfall also caused the dam at Lake Hiddenwood to burst sending water downstream resulting in more flash flooding. The entire lake was drained and water from the lake flowed for miles toward Sand Lake near the Walworth/Campbell county borders. The South Dakota governor requested a Presidential Disaster Declaration for Campbell, Walworth, and McPherson counties. The total estimated damage in all three counties was 3,115,000 dollars.  Some extreme rainfall amounts include, 3.96 inches at Eureka, 6.17 inches 11 miles southwest of Eureka, 6.70 inches 5 miles west of Hillsview, 8 inches 5 miles west of Long Lake, 9 inches at Long Lake, 9.5 inches 4 miles north northwest of Long Lake, and 13.15 inches 3 miles northwest of Long Lake.  Severe weather with hail up to the size of golf balls along with winds gusting to near 80 mph also brought damage to parts of central and north central South Dakota. The city of Eureka reported significant roof and property damage due to large hail.",44.78,-99.44
761991,5/19/2018 2:20,50,MG,nan,"A surface boundary, dry line and outflow boundaries from previous thunderstorms all interacted with an increasingly unstable atmosphere to produce thunderstorms, some severe.",37.31,-98.79
755823,5/20/2018 4:13,50,MG,nan,"Residual outflow boundaries from the previous days convection in-conjunction with low level moisture and weak steering flow allowed for thunderstorms to develop. In particular, one main outflow boundary raced southeast across the Panhandles during the evening hours and colliding with other smaller outflow boundaries generated some thunderstorms. Handful of reports of flooding and gusty winds for Amarillo and one particular very strong storm produced baseball size hail with reported damage. Storms eventually subsided during the overnight hours.",35.22,-101.72
752536,5/25/2018 3:09,50,MG,The wind gust was measured by the NDAWN station near Mavie.,"May 24th was a very warm day, with temperatures peaking in the mid 80s to around 90 degrees. It was also a fairly humid day for May, with dew points in the upper 50s to lower 60s. Scattered thunderstorms broke out over the Red River Valley during early evening, eventually congealing into a more continuous line over northwest Minnesota by late evening. These storms produced large hail and strong wind gusts.",48.13,-96
