event_id,beginUTC,magnitude,magnitude_type,event_narrative,episode_narrative,location_1_lat,location_1_lon
244944,7/2/2010 7:09,50,MG,nan,"In the late evening hours of Thursday, July 1st, Severe Thunderstorm Watch number 437 was issued for western North Dakota, in anticipation of a bowing multicellular thunderstorm moving eastward over eastern Montana, towards western North Dakota and towards an increasingly moist and unstable environment. Over time, the northern section of the thunderstorm sustained its strength while the southern half dissipated. The storm moved across northwest North Dakota during the early morning hours of Friday, July 2nd, and prompted several severe thunderstorm warnings. Several reports of severe thunderstorm wind gusts were received.",48.91,-103.29
249718,7/20/2010 12:15,50,MG,Thunderstorm winds blew down some power lines on the north side of town and an agricultural weather station southeast of town measured a 58 MPH wind gust.,Several rounds of storms moved through the region during the period of July 18th through July 21st.  There were numerous reports of flash flooding and wind damage as well as some isolated reports of large hail.,38.979,-92.33
231799,6/1/2010 0:45,50,MG,"Broadcast and print media relayed reports of minor damage from thunderstorm winds in Plainview shortly before 19:00 CST.  Damaging thunderstorm winds downed a number of large tree limbs and utility lines in the city. More than 2,000 residents lost electrical power at 18:45 CST, and electrical power was out for approximately two hours.  A Texas Tech University West Texas Mesonet site just south of Plainview recorded a 58 mph wind gust at 18:50 CST.  No injuries or structural damage was reported.","Scattered thunderstorms developed over the extreme southwestern Texas Panhandle and the northwestern South Plains during the late afternoon and early evening of the 31st.  A small linear complex emerged from the convection, and resulted in damaging winds as it moved eastward over portions of Lamb and Hale Counties. The most significant impacts occurred in Plainview (Hale County), where downed utility lines left upwards of 2,000 customers without electrical power for approximately two hours.",34.2,-101.7
238417,6/17/2010 4:47,50,MG,Recorded at the Long Lake National Wildlife Refuge Remote Automated Weather Station.,"A large upper level trough moving into the northern Rockies resulted in surface cyclogenisis over eastern Montana. Tornado Watch numbers 326 and 329 were issued in the late afternoon and early evening (respectively) for much of west and central North Dakota Wednesday, June 16th, with possible tornadic thunderstorms developing near a surface warm front lifting north across the Dakotas. Several warnings were issued during the evening across western North Dakota, but no reports were received. Later in the evening, Severe Thunderstorm Watch 331 was issued for south central North Dakota as a small cluster of intense and long-lived thunderstorms over north central South Dakota continued to advect north.   A damaging thunderstorm wind event evolved across south central North Dakota late in the evening of June 16th and into the early morning hours of Thursday, June 17th. Thunderstorms moving across Burleigh, Emmons and Sheridan Counties were able to mix strong mid level winds associated with a nocturnal low level jet to the surface. Numerous reports of strong thunderstorm winds and associated damage were received.",46.68,-100.1745
254678,8/12/2010 5:16,50,MG,"This was the second of two rounds of wind to strike the city of Minot. The first round was associated with a gust front, and this second gust was associated with heavy precipitation.","A mid level trough ejecting northeast through the Northern Rockies, combined with a stalled frontal boundary, resulted in strong to severe thunderstorm development across central Montana in the late afternoon. These storms continued to move and develop eastward into western and portions of central North Dakota during the evening hours of Wednesday, August 11th and into the early morning of Thursday, August 12th.   Multiple severe thunderstorm warnings were issued. Several reports of large hail and multiple reports of severe thunderstorm wind gusts were received during this episode.",48.23,-101.3
258367,8/20/2010 20:45,50,MG,County sheriff deputies reported trees and power lines were blown down by the strong thunderstorm gusts. The AWOS at Janesville airport recorded a 58 mph (50 knot) wind gust at 345 pm CDT.,"A short wave moving up the leading flank of an elongated large-scale trough that extended from the Upper Mississippi River Valley to the Central Plains provided large-scale lift for thunderstorm development over southern Wisconsin. A warm front extended across central Wisconsin back to surface low pressure over west-central Minnesota. This placed southern Wisconsin in a warm humid air mass, with temperatures in the 80s and dew points in the lower 70s producing CAPE values reaching 2000 J/kg. Deep-layer shear profiles were favorable for supercells as well as multicell line segments that produced damaging wind gusts. The thunderstorm winds caused widespread tree and power line damage. WE energies reported 23,000 customers were without power.",42.6595,-89.0478
264283,10/26/2010 10:55,50,MG,"Thunderstorm winds blew down numerous trees, tree limbs and power lines.","A very strong cold front moved through the area, triggering a line of strong to severe thunderstorms.  Widespread damaging wind reports were received with these storms.",38.5169,-89.093
242273,6/13/2010 21:35,50,MG,nan,Severe thunderstorms across the eastern Oklahoma Panhandle during the mid and late afternoon hours produced large hail...strong winds and a few tornadoes. No damage or injuries were reported.,36.6,-100.26
234240,7/18/2010 1:26,50,MG,"The Crystal Airport measured a 50 knot wind gust.  In addition, several large tree limbs were blown down around Brooklyn Center, Minnesota.","The atmosphere became very unstable Saturday afternoon, and along with a strong wind shear, aided in the development of very large hail, isolated tornadoes and significant straight-line wind damage.   The first storm developed near Alexandria and moved southeast along Interstate 94 before dying in the southwest part of the Twin Cities late that afternoon. Numerous reports of very large hail, up to the size of softballs, occurred near St. Cloud, southeast to Watertown.    The next area of severe storms developed across central Minnesota, and far west-central Minnesota and moved east and southeast toward east-central Minnesota where a strong bow echo developed and moved across the northern portion of the Twin Cities Metropolitan Area.   There was widespread damage along the leading edge of this bow echo where numerous trees, power lines and homes were either uprooted, blown down, or destroyed.   These storms moved into west-central Wisconsin and also caused damage to trees before weakening toward the late evening.",45.0607,-93.3553
222885,4/8/2010 3:30,50,MG,Winds were measured at 58 mph just west of Parsons.,"A cold front moved through the Mid-South during the afternoon and evening hours of April 7th, 2010. Showers and thunderstorms developed out ahead of the front. Some storms became severe producing large hail, damaging winds, and flash flooding.",35.6427,-88.1644
234889,6/10/2010 23:25,50,MG,nan,Severe thunderstorms produced hail and strong thunderstorm wind gusts across the central and southern Texas Panhandle during the early evening hours. Although no injuries were reported...some damage occurred in the central Texas Panhandle.,35.96,-100.97
249240,7/5/2010 4:30,50,MG,nan,Severe thunderstorms moved across the central Oklahoma Panhandle during the late evening hours producing strong wind gusts. No damage or injuries were reported.,36.6,-101.6
254915,8/5/2010 0:22,50,MG,nan,Severe thunderstorms produced some hail along with damaging thunderstorm winds during the early evening hours across the western...southern...central and eastern Texas Panhandle. No injuries were reported...however there were several reports of damage from the hail and thunderstorm winds.,35.6136,-100.9965
261839,9/13/2010 19:55,50,MG,nan,"Severe thunderstorms developed during the afternoon and early evening hours across the central and southeastern Texas Panhandle. These storms produced strong thunderstorm wind gusts which blew down a couple of large trees north of Panhandle Texas in Carson County. Otherwise, no damages or injuries were reported.",34.92,-100.93
234871,6/16/2010 23:50,50,MG,nan,A tight pressure gradient across the central Oklahoma Panhandle during the early morning hours caused strong non-thunderstorm wind gusts. Severe thunderstorms during the evening hours produced strong thunderstorm wind gusts which resulted in damage across the western and central Oklahoma Panhandle. No injuries were reported.  At 0500 CST...The Oklahoma Mesonet station located one mile west of Hooker Oklahoma measured a non-thunderstorm wind gust of fifty-three knots.,36.83,-102.88
241840,6/25/2010 23:58,50,MG,"A 50 knot wind gust was measured at the New Ulm, Airport.","During the morning of Friday June 25th, a small complex of thunderstorms developed across west-central Minnesota, and quickly moved eastward across southern Minnesota. Isolated severe weather occurred with these storms in west-central Minnesota during the morning hours.   During the afternoon, a larger complex of storms developed across western Minnesota, and moved quickly across portions of central and southern Minnesota during the evening. Damage was extensive as several bow echoes, supercells, and squall lines raced across the area.  There were numerous reports of structural damage to farms and homesteads, very large hail, and very large trees blown down.  Softball to baseball size hail was reported near New Ulm, Minnesota, with several reports of wind damage throughout southern, and east-central Minnesota.    Several significant tornadoes occurred in portions of south central Minnesota during the late afternoon, and early evening hours.    Two separate severe storms moved across the Twin Cities area, one produced minor damage with hail in the late afternoon, but the second that occurred in the early evening caused more straight-line wind damage throughout the area, along with flash flooding.",44.31,-94.46
236880,6/26/2010 0:58,50,MG,A measured wind gust at the New Ulm Airport.,"During the morning of Friday June 25th, a small complex of thunderstorms developed across west-central Minnesota, and quickly moved eastward across southern Minnesota. Isolated severe weather occurred with these storms in west-central Minnesota during the morning hours.   During the afternoon, a larger complex of storms developed across western Minnesota, and moved quickly across portions of central and southern Minnesota during the evening. Damage was extensive as several bow echoes, supercells, and squall lines raced across the area.  There were numerous reports of structural damage to farms and homesteads, very large hail, and very large trees blown down.  Softball to baseball size hail was reported near New Ulm, Minnesota, with several reports of wind damage throughout southern, and east-central Minnesota.    Several significant tornadoes occurred in portions of south central Minnesota during the late afternoon, and early evening hours.    Two separate severe storms moved across the Twin Cities area, one produced minor damage with hail in the late afternoon, but the second that occurred in the early evening caused more straight-line wind damage throughout the area, along with flash flooding.",44.31,-94.46
255755,9/2/2010 23:34,50,MG,nan,"A line of thunderstorms developed ahead of a strong cold front and very quickly became severe with very strong winds and marginally severe hail. Wind gusts in excess of 70 mph were reported over the northwest portion of Oklahoma City, causing quite a bit of damage. The squall line continued toward the Red River, and then moving into northern Texas by mid evening.",35.53,-97.65
215617,4/2/2010 12:25,50,MG,nan,"A pacific cold front/dry line moved east through Oklahoma during the late morning hours of the 1st into the morning of the 2nd. Showers and thunderstorms developed along the front, with the aide of an upper level storm system that slowly moved east toward the southern plains. The thunderstorms increased in intensity as they moved/developed east, as better instability was in place. Strong wind shear was also in place, as the nocturnal low-level jet developed. Although hail up to golf-ball size was reported with a few of the thunderstorms as they moved east and northeast, the severe winds were the main threats with storms. Some of the storms caused extensive damage, especially in the Rush Springs area, as they moved northeast from southern into central Oklahoma. Most severe wind gusts were between 60 and 70 mph, but in and around the Rush Springs area, gusts were more likely between 90 and 100 mph. Additional damage occurred further northeast into central Oklahoma. Damage was reported in and around Newcastle, Blanchard, Norman, and Oklahoma City. And most of this occurred as the morning rush was developing. At least 3,000 people were without power across central Oklahoma. The storms continued into eastern Oklahoma by late morning.",35.6501,-96.7996
214045,4/2/2010 16:04,50,MG,nan,"The seasons first severe weather occurred around mid day on the 2nd.  Strong and deep southerly flow was in place across the central U.S.  Low pressure at the surface moved from southwest Kansas on the evening of the 1st, to eastern North Dakota by early afternoon of the 2nd.  A cold front extending south from the low moved into Iowa on the morning of the 2nd.  A low level jet of 40 to 50 kts was in place during the morning of the 2nd.  The upper level jet was around 100 kts at the time.  The overall sounding was nearly unidirectional.  There was limited CAPE available, around 500 J/kg of elevated CAPE, but sufficient dynamics were in place.  The 0-1 km shear was between 30 and 40 kts.  Thunderstorms developed along the cold front and moved rapidly northeast at 70 to 80 MPH across southern Iowa.  The storms produced sub-severe hail and winds of 60 to 70 MPH as they passed.  High winds blew a grain bin across a street, downed large tree branches, and tore siding off of a house in Decatur County.  Street signs were damaged in Lacona in Warren County, while part of a roof was torn off in Marion County at Columbia.  The storms weakened during the early afternoon hours, but still produced winds as the moved into central and northeast Iowa.  A 59 MPH wind gust was recorded at the Waterloo Airport.  Overall damage was limited, in part due to the fact that the trees had not leafed out yet.",41.3,-94.57
218973,4/6/2010 3:40,50,MG,"A 58 mph wind gust was measured at the Cascade, IA Fire Department at 1040 pm April 5.","April 5th started off with sunny skies which helped to warm things up. The sun in addition to a developing low pressure system in Kansas pushed a warm front northward into Iowa. The front stalled out along and south of Highway 34, leaving areas north of the boundary in the 60s, while those to the south rose into the 70s.  The sunshine coupled with increasing moisture levels resulted in thunderstorm development during the afternoon and evening. Some of the thunderstorms were severe, producing large hail and damaging winds.",42.3,-91.01
216232,4/8/2010 0:30,50,MG,"Pea-sized hail accompanied the wind gust, which was measured at a golf course along the Ohio River.","A cold front trailed south-southwestward from a surface low pressure center over west central Illinois through southeast Missouri. This cold front provided the low level lift for short lines of thunderstorms to develop during the late afternoon. Some breaks in the clouds allowed sunshine to destabilize the atmosphere, but mixed layer capes remained at or below 1000 j/kg due to modest lapse rates and low-level moisture. Surface dew points around 60 degrees pooled along the front. Wind profiles were unidirectional and generally parallel to the front. As a result, the storms were mainly organized into short linear structures with some bowing segments that produced damaging wind.",37.05,-88.48
227396,4/30/2010 4:47,50,MG,Reported by KSN WeatherLab equipment.,"A strong cold front sparked numerous strong to severe thunderstorms across central and south-central Kansas from the late afternoon through late evening hours on the 29th, and even into the early morning hours on the 30th. Some of the more notable storm reports included winds in excess of 70 mph and hail to 2 inches in diameter. The severe weather did produce sporadic structural and tree damage across the area.",38.37,-97.66
233390,5/1/2010 19:47,50,MG,nan,"A frontal boundary setup across Western and Middle Tennessee late Friday night (April 30), and remained through the weekend.  A persistent southerly flow fed moisture into the area and precipitable water values rose to almost 2 inches, based on data from KOHX upper air soundings.  As a series of shortwaves moved through, a band of showers and thunderstorms developed and remained nearly stationary for much of the day on Saturday, May 1st and Sunday, May 2nd, resulting in widespread record flooding across much of Middle Tennessee.  Some of these thunderstorms became severe also, resulting in thunderstorm wind damage and seven confirmed tornadoes across Middle Tennessee.",36,-85.98
231638,5/13/2010 8:15,50,MG,nan,"Several supercell thunderstorms with large hail and tornadoes affected much of western Oklahoma during the late afternoon and early evening. The storms evolved into a squall line that brought numerous reports of severe weather, including particularly damaging winds and hail. A few locations that had received damage from the May 10 tornadoes saw additional damage.",35.01,-97.94
231641,5/13/2010 8:20,50,MG,nan,"Several supercell thunderstorms with large hail and tornadoes affected much of western Oklahoma during the late afternoon and early evening. The storms evolved into a squall line that brought numerous reports of severe weather, including particularly damaging winds and hail. A few locations that had received damage from the May 10 tornadoes saw additional damage.",34.5316,-97.7569
227924,5/13/2010 10:25,50,MG,nan,A line of thunderstorms intensified as it moved into eastern Oklahoma during the early morning hours of the 13th. A number of tornadoes developed on the leading edge of the bowing line of storms over northeastern Oklahoma. The storms also produced damaging wind gusts.,36.1099,-95.4794
232219,5/16/2010 21:30,50,MG,nan,"Thunderstorms developed by mid afternoon in northwest Oklahoma near a warm front. A long-lived supercell became organized over Major County and moved southeast, leaving a swath of large damaging hail in its wake.   Baseball size hail was reported west of Fairview, with softball size hail west of Okeene. As the storm moved southeast, the coverage of hail increased, with numerous reports of golfball size - and a few baseball size - hail from near Kingfisher to northwest Oklahoma City. The storm continued southeast through Oklahoma City, causing extensive damage.   Damage was widespread and significant in and around the Oklahoma City metro area. Numerous vehicles were heavily damaged or even totaled by the large amounts of damaging hail. Numerous buildings suffered roof, window and structural damage, and trees and vegetation were shredded by the large hail. Hail drifts reached several feet deep over some areas, and a few locations reported hail still on the ground more than 12 hours later.   As the storm continued southeast, it continued to produce hail near golf ball size through parts of Seminole, Hughes, and Atoka counties.   While exact damage figures were not available, estimates place the monetary losses in excess of $500 million.",35.41,-97.39
233633,5/17/2010 13:28,50,MG,The Automated Weather Observing System at Plainview measured a wind gust to 58 mph. No damage was reported.,"During the morning hours of the 17th, an organized convective complex moved southeastward over the extreme southern Texas panhandle and the west Texas South Plains and Rolling Plains causing hail and widespread damaging winds. Numerous reports of large hail were received, with several cities deploying snow plows to remove accumulated hail on roadways. The most significant impacts were in the Floydada vicinity of Floyd County, where several buildings were damaged and a couple of trucks were overturned by thunderstorm winds measured as high as 84mph. In addition, several utility poles and trees were downed. Minor street flooding also was reported around the area.  Total economic damages were estimated to exceed $155,000.",34.17,-101.72
234649,5/17/2010 18:33,50,MG,This thunderstorm wind gust was reported by the KTXS Television Station.,An extremely unstable airmass over West Central Texas caused severe thunderstorms to develop rapidly during the afternoon.  The storms produced damaging winds and a few large hail reports.,32.48,-99.73
232369,5/19/2010 23:35,50,MG,nan,"A large storm system moved through the southern and central Plains during the morning and afternoon of the 19th. Thunderstorms, some of them severe, had developed over the Texas panhandle and moved east into northwest and north central Oklahoma during the early morning hours. Additional development, aided by the low-level jet, occurred into parts of central Oklahoma, north of a warm front that was slowly moving north to near Interstate 40.   By mid afternoon, the well-defined front was located from parts of west-central into central Oklahoma, just north of the Oklahoma City metro area. Two thunderstorms developed near and along the front, one over Roger Mills and Dewey counties, and the other over northern Blaine county. The storms quickly became tornadic, with the first tornado of the day occurring north of Leedey in Dewey county. Another tornado, and probably the most photographed one of the day, occurred just north of Hennessey. Tornadoes, most of them brief in duration, and large hail continued  across western and central Kingfisher county, and across northern Logan, southeast Garfield, and Payne counties. Another thunderstorm developed further east along the dry line later in the afternoon, and the storm eventually produced a tornado west of Prague in Lincoln county.   Finally, two supercell thunderstorms developed further south along the dry line that moved into central Oklahoma. Although both showed significant rotation on radar, only the supercell that moved from Stephens through Murray counties produced tornadoes. Two tornadoes were reported, one just southeast of Wynnewood and another north of Sulphur.  Additional severe thunderstorms developed across southern Oklahoma, but the main impacts had shifted from tornadoes to large hail and very heavy rainfall. By the time it was all said and done, five main supercells had occurred over parts of western and central Oklahoma, producing at least nine tornadoes. Widespread significant damage did not occur due to the location/short duration of the tornadoes, and only three minor injuries were reported.",36.1065,-97.5926
232376,5/20/2010 0:01,50,MG,nan,"A large storm system moved through the southern and central Plains during the morning and afternoon of the 19th. Thunderstorms, some of them severe, had developed over the Texas panhandle and moved east into northwest and north central Oklahoma during the early morning hours. Additional development, aided by the low-level jet, occurred into parts of central Oklahoma, north of a warm front that was slowly moving north to near Interstate 40.   By mid afternoon, the well-defined front was located from parts of west-central into central Oklahoma, just north of the Oklahoma City metro area. Two thunderstorms developed near and along the front, one over Roger Mills and Dewey counties, and the other over northern Blaine county. The storms quickly became tornadic, with the first tornado of the day occurring north of Leedey in Dewey county. Another tornado, and probably the most photographed one of the day, occurred just north of Hennessey. Tornadoes, most of them brief in duration, and large hail continued  across western and central Kingfisher county, and across northern Logan, southeast Garfield, and Payne counties. Another thunderstorm developed further east along the dry line later in the afternoon, and the storm eventually produced a tornado west of Prague in Lincoln county.   Finally, two supercell thunderstorms developed further south along the dry line that moved into central Oklahoma. Although both showed significant rotation on radar, only the supercell that moved from Stephens through Murray counties produced tornadoes. Two tornadoes were reported, one just southeast of Wynnewood and another north of Sulphur.  Additional severe thunderstorms developed across southern Oklahoma, but the main impacts had shifted from tornadoes to large hail and very heavy rainfall. By the time it was all said and done, five main supercells had occurred over parts of western and central Oklahoma, producing at least nine tornadoes. Widespread significant damage did not occur due to the location/short duration of the tornadoes, and only three minor injuries were reported.",35.2302,-97.4525
221234,5/22/2010 17:33,50,MG,nan,"An area of thunderstorms moved into western Iowa shortly after sunrise on the nose of a 50 to 60 kt low level jet.  The thunderstorms weakened as they moved east and were dissipating as they moved across the Boone area.  Cloud to ground lightning was not observed in the 20 minutes prior in the LDN, but was heard around that time.  A microburst was measured as the weakening thunderstorms moved across a mesonet site in Boone.  It produced a 58 MPH wind gust.",42.07,-93.841
225265,5/25/2010 2:25,50,MG,nan,"A surface dry line set up across the High Plains was the initiation point for thunderstorm development as an upper level shortwave disturbance moved out of the Rocky Mountains.  These thunderstorms became more linear in nature as they shifted into South Central Nebraska, and with good moisture, instability, and shear present, many became strong to severe.  The main activity was confined to areas along and west of Highway 281 where the environment was best, and along with hail up to the size of half dollars and wind gusts approaching 80 mph across the area, a funnel cloud was reported near the town of Gothenburg in Dawson County.",41.6,-98.93
228514,5/26/2010 22:34,50,MG,nan,"Thunderstorms produced hail up to 1.5 inches in diameter and heavy rainfall of 3-5 inches, resulting in minor flash flooding south of McDonald and Bird City.",39.75,-101.53
223502,5/27/2010 19:40,50,MG,nan,"Unseasonably warm temperatures and humid air combined with small areas of low pressure aloft to set off afternoon and evening thunderstorms on May 24th through 27th. A few of the storms were severe. The storms moved very slowly, resulting in large amounts of rain falling over relatively small areas.",35.63,-91.46
