event_id,magnitude,magnitude_type,location_1_lat,location_1_lon,wfo,UTC_begin_time,UTC_end_time,delta_time_min,event_narrative,episode_narrative
999633,68.0,MG,36.13,-86.68,OHX,2021-12-11 09:28,2021-12-11 09:28,0.0,Nashville International Airport ASOS measured a peak wind gust of 78 mph. This is the third highest wind gust ever measured at the airport.,"One of the worst tornado outbreaks ever recorded in the United States struck the Midwest, Ohio Valley, and Tennessee Valley from the evening hours on December 10 into the morning hours on December 11, 2021. Across Middle Tennessee, a total of 16 tornadoes were determined to have touched down, making this the 5th largest tornado outbreak on record in Middle Tennessee. These tornadoes injured 8 people across Middle Tennessee and caused millions of dollars in property and tree damage in many counties. These tornadoes, combined with the 5 tornadoes that occurred just a few days earlier across Middle Tennessee on December 6, 2021, set a new record for the number of tornadoes during the month of December. In addition, many counties that had tornadoes in December 2021 had never recorded a tornado in the month of December before, including Stewart, Humphreys, Cheatham, Wilson, Trousdale, Overton, Pickett, Coffee, and Grundy Counties."
999732,60.0,MG,36.0272,-86.7675,OHX,2021-12-11 09:19,2021-12-11 09:19,0.0,CWOP home weather station EW9547 on Wardley Park Lane measured a wind gust of 69 mph.,"One of the worst tornado outbreaks ever recorded in the United States struck the Midwest, Ohio Valley, and Tennessee Valley from the evening hours on December 10 into the morning hours on December 11, 2021. Across Middle Tennessee, a total of 16 tornadoes were determined to have touched down, making this the 5th largest tornado outbreak on record in Middle Tennessee. These tornadoes injured 8 people across Middle Tennessee and caused millions of dollars in property and tree damage in many counties. These tornadoes, combined with the 5 tornadoes that occurred just a few days earlier across Middle Tennessee on December 6, 2021, set a new record for the number of tornadoes during the month of December. In addition, many counties that had tornadoes in December 2021 had never recorded a tornado in the month of December before, including Stewart, Humphreys, Cheatham, Wilson, Trousdale, Overton, Pickett, Coffee, and Grundy Counties."
999596,53.0,MG,36.62,-87.42,OHX,2021-12-11 06:24,2021-12-11 06:24,0.0,Clarksville Outlaw Field ASOS measured a peak wind gust of 53 knots (61 mph).,"One of the worst tornado outbreaks ever recorded in the United States struck the Midwest, Ohio Valley, and Tennessee Valley from the evening hours on December 10 into the morning hours on December 11, 2021. Across Middle Tennessee, a total of 16 tornadoes were determined to have touched down, making this the 5th largest tornado outbreak on record in Middle Tennessee. These tornadoes injured 8 people across Middle Tennessee and caused millions of dollars in property and tree damage in many counties. These tornadoes, combined with the 5 tornadoes that occurred just a few days earlier across Middle Tennessee on December 6, 2021, set a new record for the number of tornadoes during the month of December. In addition, many counties that had tornadoes in December 2021 had never recorded a tornado in the month of December before, including Stewart, Humphreys, Cheatham, Wilson, Trousdale, Overton, Pickett, Coffee, and Grundy Counties."
969430,56.0,MG,47.12,-104.78,GGW,2021-06-24 21:05,2021-06-24 21:05,0.0,The Glendive airport AWOS site (KGDV) recorded a 65 mph thunderstorm wind gust.,"A weakly unstable atmosphere with slightly favorable wind shear was able to form some scattered strong thunderstorms, a few a which became severe over isolated portions of northeast Montana."
967629,54.0,MG,47.9,-108.7711,GGW,2021-06-10 01:15,2021-06-10 01:15,0.0,Trained spotter reported a 62 mph thunderstorm wind gust and brief heavy rain.,Persistent flow aloft from the southwest kept an unstable atmosphere in place over the region and allowed multiple severe thunderstorms with large hail to develop over central Montana during the evening and move toward the northeast through the night.
999743,51.0,MG,36.0,-86.52,OHX,2021-12-11 09:48,2021-12-11 09:48,0.0,Smyrna Airport AWOS measured a peak wind gust of 51 knots (59 mph).,"One of the worst tornado outbreaks ever recorded in the United States struck the Midwest, Ohio Valley, and Tennessee Valley from the evening hours on December 10 into the morning hours on December 11, 2021. Across Middle Tennessee, a total of 16 tornadoes were determined to have touched down, making this the 5th largest tornado outbreak on record in Middle Tennessee. These tornadoes injured 8 people across Middle Tennessee and caused millions of dollars in property and tree damage in many counties. These tornadoes, combined with the 5 tornadoes that occurred just a few days earlier across Middle Tennessee on December 6, 2021, set a new record for the number of tornadoes during the month of December. In addition, many counties that had tornadoes in December 2021 had never recorded a tornado in the month of December before, including Stewart, Humphreys, Cheatham, Wilson, Trousdale, Overton, Pickett, Coffee, and Grundy Counties."
966179,54.0,MG,33.25,-80.04,CHS,2021-06-15 23:40,2021-06-15 23:41,1.0000000000000002,A 54 knot wind gust was measured by NWS equipment along the south side of Lake Moultrie.,The interaction of a cold front arriving from the west and a sea breeze circulation within a warm and moist environment led to severe thunderstorms across southeast South Carolina.
966441,54.0,MG,32.7853,-79.7858,CHS,2021-06-21 01:20,2021-06-21 01:21,1.0000000000000002,The Weatherflow sensor at the Isle of Palms Pier measured a 62 mph wind gust.,"Deep tropical moisture, wet grounds, and favorable low level wind fields displaced well east of low pressure shifting across the South Carolina Upstate led to a few thunderstorms and strong wind gusts across southeast South Carolina."
947434,52.0,MG,38.48,-75.09,PHI,2021-04-21 18:59,2021-04-21 18:59,0.0,Measured by personal weather station kdeselby13.,"A strong cold front approached the mid-Atlantic coast on April 21. Ahead of the front, modest instability developed in a strongly sheared and strongly forced environment. This led to the development of convection along and ahead of the front as it moved through during the mid afternoon hours. Mixed modes of linear and discrete storm cells were present, some of which became strong to severe. Scattered instances of hail and wind damage were reported across much of the eastern mid-Atlantic."
964330,37.0,MG,40.73,-122.94,EKA,2021-07-30 23:58,2021-07-30 23:58,0.0,Thunderstorm wind damage 3 miles south of Weaverville. Roads were blocked due to tree damage. Power was out as well. Measured gust from RAWS station was 43 mph. City property was also damaged due to wind driven hail.,Scattered thunderstorms developed over the interior mountains of northwest California during late July. A hot deeply mixed airmass promoted isolated instances of strong gusty winds the resulted in tree damage in the vicinity of Weaverville.
947429,50.0,MG,38.78,-75.16,PHI,2021-04-21 18:35,2021-04-21 18:35,0.0,,"A strong cold front approached the mid-Atlantic coast on April 21. Ahead of the front, modest instability developed in a strongly sheared and strongly forced environment. This led to the development of convection along and ahead of the front as it moved through during the mid afternoon hours. Mixed modes of linear and discrete storm cells were present, some of which became strong to severe. Scattered instances of hail and wind damage were reported across much of the eastern mid-Atlantic."
959842,55.0,MG,38.85,-107.74,GJT,2021-07-13 23:52,2021-07-13 23:52,0.0,A peak wind gust of 63 MPH was measured by the automated Mesonet weather station 3 miles north-northwest of Hotchkiss.,A midlevel shortwave trough trekked across the Northern Rockies beneath a weakening ridge. This feature tapped into the already present monsoonal moisture to produce scattered to numerous showers and thunderstorms. The stronger storms produced gusty winds in excess of 60 mph across portions of west-central Colorado.
959840,55.0,MG,39.42,-108.08,GJT,2021-07-13 21:08,2021-07-13 21:08,0.0,A peak wind gust of 63 MPH was measured by the automated Mesonet weather station 2 miles southwest of Parachute.,A midlevel shortwave trough trekked across the Northern Rockies beneath a weakening ridge. This feature tapped into the already present monsoonal moisture to produce scattered to numerous showers and thunderstorms. The stronger storms produced gusty winds in excess of 60 mph across portions of west-central Colorado.
960527,54.0,MG,29.9504,-90.0784,LIX,2021-05-12 07:09,2021-05-12 07:09,0.0,Downtown Heliport AWOS 7N0 measured a wind gust of 54 knots or 62 mph from thunderstorm winds.,"Early in the morning hours on May 12th, 2021, a stalled frontal boundary and associated mid-level disturbance helped to develop an eastward surging squall line across portions of southeastern Louisiana, resulting in damaging straight line winds and an isolated tornado."
996562,61.0,MG,38.662,-90.6605,LSX,2021-12-11 01:56,2021-12-11 02:00,4.000000000000001,Thunderstorm winds blew down a large section of fence near Chesterfield Mall.,"Numerous severe thunderstorms formed ahead of an approaching cold front during the late afternoon and evening of Friday December 10th, 2021.  Large hail, damaging winds and five tornadoes occurred across central and eastern Missouri as well as south central Illinois.  Unfortunately two of the tornadoes were very strong (rated EF-3 on the Enhanced Fujita Scale) and responsible for 7 fatalities (one near Defiance, Missouri and six at an Amazon Facility near Edwardsville, Illinois). The Defiance, MO tornado tracked within one mile of the NWS St. Louis office in the Missouri Research Park near Weldon Spring, MO leading to the staff sheltering while NWS Kansas City provided service backup.  This is only the third time in the office's existence that the staff had to shelter. The damage from the Defiance, MO EF3 tornado was estimated at $684,186 and is unknown for the remaining tracks at this time but early estimates are well into the millions due to the damage sustained at the Amazon facility near Edwardsville, IL."
972303,60.0,MG,40.08,-74.87,PHI,2021-09-01 23:06,2021-09-01 23:06,0.0,Measured by nos gauge bdrn4.,"The remnants of Hurricane Ida impacted the mid-Atlantic on September 1, 2021. As it moved northward, Ida began transitioning to a strong mid-latitude cyclone with pronounced frontal features, but with continued tropical moisture. On a regional level, the remnants of Ida became one of the most severe natural disasters in US history, due to a combination of several tornadoes, some of them strong, as well as catastrophic flooding over a large and densely populated area. The severe weather threat unfolded as the system's developing warm front lifted northward from the Delmarva region into Pennsylvania and New Jersey. South of the warm front, partial clearing and moderate to strong instability developed. Meanwhile, very strong shear and forcing, along with tropical moisture, were present within the warm sector. The result was widespread convection in the form of both supercell and quasi-linear thunderstorms. A number of storms became severe across the region, producing several tornadoes and other instances of wind damage. This continued an exceptionally active stretch of high end severe weather in the region, coming barely a month after the tornado outbreak of July 29."
977754,51.0,MG,38.08,-102.41,PUB,2021-07-25 23:44,2021-07-25 23:47,3.0,,"Another active period across southern Colorado on this day, with showers and thunderstorms observed over much of the area. The eastern mountain and I-25 corridor interface was a location with more widespread development, especially along the Highway 50 corridor. In this area, heavy rainfall with flooding, large hail, and damaging winds were observed."
963159,58.0,MG,38.07,-102.68,PUB,2021-05-22 00:32,2021-05-22 00:35,3.0,Lamar airport.,"Strong southerly flow out ahead of an upper level system helped provide a setup for high sustained winds and strong to severe storms across parts of the plains. Winds were primarily gusting to 50 mph on this day, though a few gusts of around 60 to 70 mph were observed."
949510,52.0,MG,35.35,-103.41,ABQ,2021-05-14 21:55,2021-05-14 22:00,5.0,A mesonet station near Logan measured a 60 mph wind gust from a decaying thunderstorm producing a strong downburst.,"Southeasterly surface winds across the east resulted in low-level moisture advection which sharpened the dryline across the eastern plains of New Mexico on May 14, 2021. With increasing daytime temperatures, a sufficient amount of instability was in place for afternoon thunderstorms. However, while surface moisture was in place across the east, a lack of mid-level moisture resulted in an environment where strong to damaging winds were the primary threat. Thunderstorms first developed across the northern and southern high terrain of New Mexico before moving eastward onto lower elevations. Thunderstorms that moved onto the plains of eastern New Mexico moved into an environment with more instability and shear which allowed them to intensify. A few of these thunderstorms produced 60 to 70 mph winds, but the hail was sub-severe. Strong downbursts were more common west of the Rio Grande Valley where a couple strong thunderstorms produced downburst winds in excess of 50 mph."
962783,52.0,MG,38.07,-102.85,PUB,2021-05-15 01:41,2021-05-15 01:44,3.0,,"An upper level disturbance moving across the region along with increasing moisture at the surface allowed thunderstorms to develop across the plains on this day. Severe storms did occur, primarily across the eastern plains, with large hail up to two inches being observed."
988144,69.0,MG,34.59,-99.33,OUN,2021-10-10 22:45,2021-10-10 22:45,0.0,,"An unseasonably warm and moist airmass was in place across the region ahead of a powerful upper wave moving out of the 4 corners region. This led to the development of numerous severe thunderstorms across Oklahoma and Texas during the afternoon and evening of the 10th. Several tornadoes were reported, along with hail larger than baseballs that impacted Norman, OK for the second time in six months, leading to millions of dollars in damages once again to homes, cars, and businesses."
988647,59.0,MG,35.38,-97.62,OUN,2021-10-15 05:10,2021-10-15 05:10,0.0,,Scattered thunderstorms developed during the evening of the 14th and quickly obtained supercellular characteristics. Numerous reports of large hail and wind damage were reported in the Oklahoma City metro area with these storms.
988648,61.0,MG,35.39,-97.62,OUN,2021-10-15 05:13,2021-10-15 05:13,0.0,,Scattered thunderstorms developed during the evening of the 14th and quickly obtained supercellular characteristics. Numerous reports of large hail and wind damage were reported in the Oklahoma City metro area with these storms.
966051,50.0,MG,43.64,-95.77,FSD,2021-06-11 12:50,2021-06-11 12:51,1.0000000000000002,A road weather mesonet station (MN007) near Interstate 90 mile marker 35 northeast of Rushmore measured a thunderstorm wind gust of 58 mph.,"Severe storms which developed across western South Dakota during the evening of June 10 translated eastward through the overnight hours. An increasing low-level jet enhanced shear, with an environment strongly supportive of developing outflow pools with DCAPE of 1500-2000 J/kg. Storms congealed into a linear bowing structure through the late overnight and early morning hours, producing strong to damaging wind gusts as storms moved into southwest Minnesota."
988145,57.0,MG,34.68,-99.27,OUN,2021-10-10 22:59,2021-10-10 22:59,0.0,,"An unseasonably warm and moist airmass was in place across the region ahead of a powerful upper wave moving out of the 4 corners region. This led to the development of numerous severe thunderstorms across Oklahoma and Texas during the afternoon and evening of the 10th. Several tornadoes were reported, along with hail larger than baseballs that impacted Norman, OK for the second time in six months, leading to millions of dollars in damages once again to homes, cars, and businesses."
988150,50.0,MG,34.23,-98.74,OUN,2021-10-10 23:50,2021-10-10 23:50,0.0,,"An unseasonably warm and moist airmass was in place across the region ahead of a powerful upper wave moving out of the 4 corners region. This led to the development of numerous severe thunderstorms across Oklahoma and Texas during the afternoon and evening of the 10th. Several tornadoes were reported, along with hail larger than baseballs that impacted Norman, OK for the second time in six months, leading to millions of dollars in damages once again to homes, cars, and businesses."
988990,64.0,MG,36.98,-99.0,OUN,2021-10-28 21:15,2021-10-28 21:15,0.0,,"A dryline and strong upper trough combined to produce numerous thunderstorms during the evening and overnight period of the 26th into the 27th. Storms produced isolated extreme wind gusts early in the event, with sporadic wind damage and a tornado then reported in central Oklahoma."
985344,61.0,MG,42.75,-73.8,ALY,2021-09-08 23:44,2021-09-08 23:44,0.0,Albany International Airport reported a wind gust of 70 mph.,"A line of strong to severe thunderstorms resulted in widespread damage over eastern New York on Wednesday September 8, 2021."
949516,60.0,MG,33.32,-104.5,ABQ,2021-05-15 00:38,2021-05-15 00:40,2.0000000000000004,An ASOS station in Roswell measured a 69 mph thunderstorm wind gust from a severe thunderstorm.,"Southeasterly surface winds across the east resulted in low-level moisture advection which sharpened the dryline across the eastern plains of New Mexico on May 14, 2021. With increasing daytime temperatures, a sufficient amount of instability was in place for afternoon thunderstorms. However, while surface moisture was in place across the east, a lack of mid-level moisture resulted in an environment where strong to damaging winds were the primary threat. Thunderstorms first developed across the northern and southern high terrain of New Mexico before moving eastward onto lower elevations. Thunderstorms that moved onto the plains of eastern New Mexico moved into an environment with more instability and shear which allowed them to intensify. A few of these thunderstorms produced 60 to 70 mph winds, but the hail was sub-severe. Strong downbursts were more common west of the Rio Grande Valley where a couple strong thunderstorms produced downburst winds in excess of 50 mph."
975009,51.0,MG,33.89,-97.28,OUN,2021-07-16 23:10,2021-07-16 23:10,0.0,,A couple severe wind reports were received across north-central Oklahoma on the 16th associated with isolated thunderstorm development during the late afternoon and evening of the 16th.
976421,60.0,MG,36.73,-99.13,OUN,2021-07-25 20:40,2021-07-25 20:40,0.0,,Convection moved southward out of Kansas during the afternoon of the 25th and continued into the rest of Oklahoma during the evening. Numerous severe wind reports were received.
976422,56.0,MG,34.6,-99.33,OUN,2021-07-25 23:15,2021-07-25 23:15,0.0,,Convection moved southward out of Kansas during the afternoon of the 25th and continued into the rest of Oklahoma during the evening. Numerous severe wind reports were received.
976423,61.0,MG,34.61,-99.33,OUN,2021-07-25 23:20,2021-07-25 23:20,0.0,,Convection moved southward out of Kansas during the afternoon of the 25th and continued into the rest of Oklahoma during the evening. Numerous severe wind reports were received.
976431,53.0,MG,35.58,-99.25,OUN,2021-07-26 00:50,2021-07-26 00:50,0.0,,Convection moved southward out of Kansas during the afternoon of the 25th and continued into the rest of Oklahoma during the evening. Numerous severe wind reports were received.
976432,59.0,MG,35.42,-99.4,OUN,2021-07-26 01:15,2021-07-26 01:15,0.0,,Convection moved southward out of Kansas during the afternoon of the 25th and continued into the rest of Oklahoma during the evening. Numerous severe wind reports were received.
976433,52.0,MG,35.49,-98.01,OUN,2021-07-26 01:35,2021-07-26 01:35,0.0,,Convection moved southward out of Kansas during the afternoon of the 25th and continued into the rest of Oklahoma during the evening. Numerous severe wind reports were received.
976434,51.0,MG,35.41,-99.05,OUN,2021-07-26 01:45,2021-07-26 01:45,0.0,,Convection moved southward out of Kansas during the afternoon of the 25th and continued into the rest of Oklahoma during the evening. Numerous severe wind reports were received.
976435,53.0,MG,34.77,-98.28,OUN,2021-07-26 02:36,2021-07-26 02:36,0.0,,Convection moved southward out of Kansas during the afternoon of the 25th and continued into the rest of Oklahoma during the evening. Numerous severe wind reports were received.
976437,56.0,MG,36.1,-97.6,OUN,2021-07-26 19:50,2021-07-26 19:50,0.0,,"Remnant outflow and a mesoscale convective vortex helped to initiate convection across central and northern Oklahoma during the afternoon of the 26th, with isolated severe wind gusts reported."
976443,50.0,MG,36.77,-98.67,OUN,2021-07-31 23:15,2021-07-31 23:15,0.0,,"A disorganized area of thunderstorms developed across northwestern Oklahoma during the afternoon of the 31st, with an isolated downburst leading to one report of severe wind."
976401,51.0,MG,35.29,-97.96,OUN,2021-07-17 21:11,2021-07-17 21:11,0.0,,An outflow boundary moved southward out of Kansas and served as a focus for numerous thunderstorm development through the afternoon and evening of the 17th. Storms were mostly sub-severe but one report of severe wind was received.
975046,63.0,MG,33.15,-110.81,PSR,2021-07-13 03:30,2021-07-13 03:30,0.0,A Tonto portable RAWS site recorded a peak gust of 72 mph during the evening of the 12th near Dripping Springs as severe thunderstorms pushed through the area.,"An upper level ridge centered near southern Nevada promoted northeasterly steering flow favorable for bringing storms off the high terrain and into the lower deserts. During the evening on the 12th, strong to severe thunderstorms pushed toward the southwest across southern Gila County where a peak gust of 72 mph was recorded. An outflow boundary from decaying thunderstorms over the high terrain pushed into parts of the lower deserts, allowing a severe thunderstorm to develop over northeastern Maricopa County. This severe thunderstorm produced damaging wind gusts across northern parts of the Valley that took down several trees, one of which fell onto a car. No injuries were reported."
975811,53.0,MG,33.51,-111.69,PSR,2021-07-16 00:10,2021-07-16 00:10,0.0,Mesonet station SRP10 at 6.5 miles N of EAST MESA measured a wind gust of 61 mph.,"A shortwave trough moving across the state promoted the development of convection over portions of Maricopa County during the afternoon on the 15th. With anomalously high amounts of moisture in place along with high instability, thunderstorms were capable of producing strong winds and locally heavy rainfall, which led to some reports of flash flooding."
958167,51.0,MG,39.83,-84.05,ILN,2021-06-29 20:30,2021-06-29 20:31,1.0000000000000002,,A warm and humid airmass across the Ohio Valley resulted in scattered thunderstorms during the afternoon and evening hours.
994640,52.0,MG,38.8913,-92.3136,LSX,2021-12-11 00:13,2021-12-11 00:19,6.0,Thunderstorm winds blew down a large tree on Rock Quarry Road near intersection with Gans Road.,"Numerous severe thunderstorms formed ahead of an approaching cold front during the late afternoon and evening of Friday December 10th, 2021.  Large hail, damaging winds and five tornadoes occurred across central and eastern Missouri as well as south central Illinois.  Unfortunately two of the tornadoes were very strong (rated EF-3 on the Enhanced Fujita Scale) and responsible for 7 fatalities (one near Defiance, Missouri and six at an Amazon Facility near Edwardsville, Illinois). The Defiance, MO tornado tracked within one mile of the NWS St. Louis office in the Missouri Research Park near Weldon Spring, MO leading to the staff sheltering while NWS Kansas City provided service backup.  This is only the third time in the office's existence that the staff had to shelter. The damage from the Defiance, MO EF3 tornado was estimated at $684,186 and is unknown for the remaining tracks at this time but early estimates are well into the millions due to the damage sustained at the Amazon facility near Edwardsville, IL."
994624,53.0,MG,39.9999,-91.3725,LSX,2021-12-16 03:26,2021-12-16 03:42,16.000000000000004,Widespread wind damage across the Quincy metropolitan area. Numerous large trees were blown down.,"A cold front moved through the region, triggering showers and thunderstorms. Some of the storms produced damaging winds."
954672,52.0,MG,41.06,-74.18,OKX,2021-05-26 23:06,2021-05-26 23:06,0.0,Tree reported down on road.,A cold front triggered thunderstorms across Northeastern New Jersey.
988164,52.0,MG,35.07,-97.99,OUN,2021-10-11 00:35,2021-10-11 00:35,0.0,,"An unseasonably warm and moist airmass was in place across the region ahead of a powerful upper wave moving out of the 4 corners region. This led to the development of numerous severe thunderstorms across Oklahoma and Texas during the afternoon and evening of the 10th. Several tornadoes were reported, along with hail larger than baseballs that impacted Norman, OK for the second time in six months, leading to millions of dollars in damages once again to homes, cars, and businesses."
